Num_Acc;catr;voie;v1;v2;circ;nbv;vosp;prof;pr;pr1;plan;lartpc;larrout;surf;infra;situ;vma
202 000 022 208,00;4;SCHWEITZER (DU DOCTEUR);0;N/A;2;2;0;1;-1;-1;1;;-1;1;0;1;50
202 000 022 209,00;4; RUE SIMON TIBERGHIEN;0;N/A;2;1;0;1;0;0;1;;-1;1;0;1;50
202 000 022 210,00;4;N/A;0;N/A;2;2;0;1;-1;-1;1;;-1;1;0;1;50
202 000 022 211,00;4;N/A;0;N/A;2;2;0;1;-1;-1;1;;-1;1;0;1;50
202 000 022 212,00;4;AVE THIERS;0;N/A;3;10;3;1;-1;-1;1;;-1;1;0;1;50
202 000 022 213,00;4;MONTOLIVET (AVENUE DE);0;N/A;2;2;0;2;0;0;4;;-1;2;0;1;50
202 000 022 214,00;4;VOULDY (CHAUSSEE DU);0;N/A;2;3;1;1;0;0;1;;-1;1;0;1;50
202 000 022 215,00;4;N/A;0;N/A;2;4;3;1;0;0;1;;-1;1;0;1;50
202 000 022 216,00;4;N/A;0;N/A;1;3;3;1;0;0;1;;-1;1;0;1;50
202 000 022 217,00;4;N/A;0;N/A;1;2;0;2;0;0;3;;-1;1;0;1;50
202 000 022 218,00;4;N/A;0;N/A;2;2;0;2;0;0;1;;-1;1;0;1;50
202 000 022 219,00;4;N/A;0;N/A;2;2;2;1;0;0;1;;-1;1;0;1;50
202 000 022 220,00;4;N/A;0;N/A;-1;1;0;1;0;0;1;;-1;1;0;1;50
202 000 022 221,00;4;N/A;0;N/A;2;3;0;1;0;0;1;;-1;1;0;1;50
202 000 022 222,00;4;N/A;0;N/A;2;2;0;2;0;0;1;;-1;1;0;1;30
202 000 022 223,00;4;N/A;0;N/A;1;1;0;1;0;0;1;;-1;1;0;1;30
202 000 022 224,00;4;N/A;0;N/A;2;5;1;1;0;0;1;;-1;1;-1;5;50
202 000 022 225,00;4;DAUMESNIL (AV);0;N/A;2;2;0;1;0;1;1;;-1;1;0;1;50
202 000 022 226,00;3;GALLIENI (BD);0;N/A;2;2;1;1;0;0;1;;-1;1;0;1;50
202 000 022 227,00;4;NONNEVILLE (AVENUE DE);0;N/A;2;1;0;1;-1;-1;1;;-1;1;0;1;50
202 000 022 228,00;7;M2204;-1;N/A;2;2;0;1;-1;-1;4;;-1;1;0;1;70
202 000 022 229,00;3;102;0;C;2;2;0;1;1;-1;3;;-1;1;0;1;80
202 000 022 230,00;3;41;0;N/A;2;2;0;2;5;700;2;;-1;1;5;1;80
202 000 022 231,00;3;461;-1;N/A;2;2;0;1;54;680;3;;-1;1;0;1;80
202 000 022 232,00;4;N/A;0;D;3;2;0;1;53;500;2;;-1;1;0;1;50
202 000 022 233,00;3;1075;-1;N/A;2;2;0;1;11;303;1;;-1;1;0;1;80
202 000 022 234,00;3;88;-1;N/A;2;2;0;1;-1;-1;1;;-1;1;0;1;80
202 000 022 235,00;4;N/A;-1;N/A;2;2;0;2;-1;-1;2;;-1;1;0;1;80
202 000 022 236,00;3;104;-1;N/A;2;2;0;2;12;200;3;;4;1;0;1;50
202 000 022 237,00;3;215;0;N/A;2;2;0;1;3;175;1;;-1;1;0;3;80
202 000 022 238,00;3;130;0;N/A;-1;2;0;1;6;230;3;0;4;1;0;1;80
202 000 022 239,00;3;4;-1;N/A;2;2;0;1;24;500;1;;-1;1;0;3;80
202 000 022 240,00;1;71;-1;N/A;3;4;3;1;201;800;1;;-1;1;0;3;130
202 000 022 241,00;1;36;-1;N/A;3;4;0;1;116;400;1;;-1;1;0;1;130
202 000 022 242,00;1;6;0;N/A;3;5;0;1;212;700;1;;10;1;0;1;130
202 000 022 243,00;2;7;-1;N/A;2;2;0;1;34;850;1;;-1;1;0;1;80
202 000 022 244,00;3;266;-1;N/A;2;2;0;1;-1;-1;3;;-1;1;0;3;50
202 000 022 245,00;3;611;-1;N/A;2;2;0;4;10;58;1;;5;1;0;3;70
202 000 022 246,00;3;36;0;N/A;2;2;0;1;5;100;1;;4;1;0;1;80
202 000 022 247,00;3;242000000;0;E;2;2;0;1;0;448;2;;-1;2;0;3;80
202 000 022 248,00;3;23;-1;C;2;2;0;1;-1;-1;1;;-1;1;0;1;70
202 000 022 249,00;1;A7-Sens Marseille vers Lyon;0;N/A;1;1;0;1;272;0;3;;-1;2;0;1;50
202 000 022 250,00;1;A55-Sens Martigues vers Marseille;0;N/A;1;1;0;3;1;0;1;;-1;2;3;1;50
202 000 022 251,00;2;1,04E+02;0;N/A;3;3;0;3;1;0;3;;-1;1;0;3;70
202 000 022 252,00;2;12;0;N/A;3;3;0;1;36;799;1;;14;1;0;1;90
202 000 022 253,00;1;13;0;N/A;3;2;0;1;13;500;1;;10,5;1;0;1;110
202 000 022 254,00;1;15;0;N/A;3;4;0;1;5;400;1;;14;1;2;1;90
202 000 022 255,00;1;AUTOROUTE A3;0;N/A;3;10;0;1;14;800;1;;-1;1;0;1;90
202 000 022 256,00;4;PRESIDENT WILSON;0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;50
202 000 022 257,00;3;982;0;N/A;2;2;1;1;70;1470;1;;-1;1;0;1;50
202 000 022 258,00;4;JULIEN                              (R );0;N/A;1;1;0;1;0;0;1;;-1;1;0;1;50
202 000 022 259,00;4;TONY GARNIER                        (AV);0;N/A;2;7;3;1;0;0;1;;-1;1;0;1;50
202 000 022 260,00;9;N/A;0;N/A;2;2;0;2;1;0;2;;-1;1;0;8;50
202 000 022 261,00;3;51;0;N/A;2;2;0;1;25;50;1;;-1;1;0;4;30
202 000 022 262,00;3;86;0;A;2;2;3;1;0;500;1;;-1;1;0;1;50
202 000 022 263,00;4;BEAUGE (RUE DE);0;N/A;2;2;0;1;0;0;3;;-1;1;0;1;50
202 000 022 264,00;3;1;0;N/A;2;2;0;2;0;0;3;;-1;1;3;1;80
202 000 022 265,00;3;28;0;N/A;2;2;0;2;0;0;3;;-1;1;0;1;50
202 000 022 266,00;4;BERTHELOT (rue);0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;50
202 000 022 267,00;3;935;0;N/A;2;2;0;1;41;360;1;;-1;2;5;1;50
202 000 022 268,00;4;KERFREHOUR (RUE DE);0;N/A;2;2;0;1;0;0;3;;-1;1;0;4;50
202 000 022 269,00;4;N/A;0;N/A;2;4;0;1;0;0;1;;-1;2;5;1;50
202 000 022 270,00;1;630;0;N/A;1;2;0;2;19;0;3;;-1;1;3;8;90
202 000 022 271,00;4;FREDERIC MISTRAL (RUE);0;N/A;1;1;0;1;0;0;1;;-1;1;0;1;50
202 000 022 272,00;3;BELPECH ROUTE DE;0;N/A;2;0;0;1;18;403;1;;-1;1;0;3;80
202 000 022 273,00;4;N/A;0;N/A;2;3;0;1;0;0;1;;10,5;1;0;1;50
202 000 022 274,00;4;N/A;0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;50
202 000 022 275,00;4;N/A;0;N/A;2;2;2;1;0;0;1;;-1;1;0;1;30
202 000 022 276,00;4;QUAI D ORSAY;0;N/A;3;6;1;1;0;0;1;;-1;1;-1;5;50
202 000 022 277,00;3;REPUBLIQUE (AV DE LA);0;N/A;2;2;0;3;0;1;1;;-1;1;0;1;50
202 000 022 278,00;4;AMBROISE CROIZAT (AV);0;N/A;2;2;0;1;0;1;1;;-1;1;0;1;50
202 000 022 279,00;3;970;0;N/A;2;3;0;1;0;1;1;;-1;1;0;4;50
202 000 022 280,00;4;JEAN STEPHAN (RUE);0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;50
202 000 022 281,00;3;115;0;N/A;2;4;0;1;0;1;1;;-1;1;0;8;50
202 000 022 282,00;3;72;0;N/A;2;2;0;2;0;0;1;;4;1;0;1;50
202 000 022 283,00;3;908;0;N/A;2;4;0;1;0;0;1;;-1;1;0;1;50
202 000 022 284,00;3;986;0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;50
202 000 022 285,00;4;MOULIN DE PIERRE (RUE DU);0;N/A;2;2;0;2;0;0;1;;-1;1;0;1;30
202 000 022 286,00;4;N/A;0;N/A;2;2;0;2;-1;-1;1;;5;1;0;1;50
202 000 022 287,00;3;173;-1;N/A;2;2;0;1;0;130;1;;5;1;0;3;80
202 000 022 288,00;3;1;0;D;2;2;0;1;10;600;3;;-1;1;0;1;50
202 000 022 289,00;3;186;-1;A;2;2;0;2;1;770;3;;5,5;1;0;3;70
202 000 022 290,00;3;744;-1;N/A;2;2;1;1;57;80;1;;9;1;0;1;80
202 000 022 291,00;3;523;0;N/A;2;2;0;1;10;250;1;;5,5;1;0;1;50
202 000 022 292,00;3;163;-1;N/A;2;2;0;1;8;450;4;;4;1;0;3;70
202 000 022 293,00;3;928;0;N/A;2;2;0;1;36;100;1;;-1;1;0;3;80
202 000 022 294,00;3;910;2;D;2;2;0;1;13;0;1;;5;2;0;1;80
202 000 022 295,00;4;N/A;0;N/A;2;2;2;1;-1;-1;1;;-1;1;0;1;30
202 000 022 296,00;1;A55-Sens Martigues vers Marseille;0;N/A;1;2;0;2;36;500;3;;-1;2;0;1;50
202 000 022 297,00;3;117;0;N/A;3;2;0;1;45;0;1;;-1;1;9;1;50
202 000 022 298,00;3;19;-1;N/A;2;-1;-1;1;27;463;1;;-1;1;8;1;50
202 000 022 299,00;4;ANDRE CARETTE;0;N/A;1;3;1;1;0;0;1;;-1;1;0;1;50
202 000 022 300,00;4;80;0;N/A;2;2;0;1;0;0;1;;-1;2;0;1;50
202 000 022 301,00;4;561;0;N/A;2;2;0;2;0;0;2;;-1;1;0;1;50
202 000 022 302,00;4;MONTELIER (DU)                      (R );0;N/A;1;1;0;1;0;0;1;;-1;1;0;1;50
202 000 022 303,00;3;48 SOLDATS (DES) (MO);0;N/A;3;3;3;4;0;1;1;;-1;1;2;1;50
202 000 022 304,00;2;6;0;N/A;3;4;0;1;4;99;1;;-1;1;0;1;90
202 000 022 305,00;4;ROUMANIE (RUE DE);0;N/A;2;2;0;1;0;0;2;;-1;1;0;1;50
202 000 022 306,00;4;HONORE PETETIN                      (R );0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;50
202 000 022 307,00;4;GABRIEL PERI                        (AV);0;N/A;3;6;2;1;0;0;1;;-1;1;0;1;50
202 000 022 308,00;4;JEAN MARIE MERLE                    (R );0;N/A;2;2;0;1;-1;-1;1;;-1;1;0;1;50
202 000 022 309,00;4;N/A;0;N/A;3;2;0;2;0;0;1;;-1;1;0;1;50
202 000 022 310,00;4;PYRENEES (BOULEVARD DES);0;N/A;2;4;0;1;0;0;1;;-1;1;0;1;50
202 000 022 311,00;4;DALBIEZ (AVENUE VICTOR);0;N/A;2;4;0;1;0;0;1;;-1;1;0;1;50
202 000 022 312,00;4;PREVALAYE (CHEMIN DE LA);0;N/A;2;2;0;1;0;0;3;;-1;2;0;1;80
202 000 022 313,00;4;MERMOZ (BOULEVARD JEAN);0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;50
202 000 022 314,00;3;ROUTE DEPARTEMENTALE 20;0;N/A;2;0;0;2;6;800;1;;-1;2;9;1;70
202 000 022 315,00;4;N/A;0;N/A;2;2;0;1;0;0;1;;-1;2;0;1;50
202 000 022 316,00;4;Avenue Saint Pierre ancienne RD 84;0;N/A;2;2;0;2;-1;-1;2;;-1;1;0;1;50
202 000 022 317,00;4;N/A;0;N/A;1;1;0;1;0;0;1;;-1;1;0;1;30
202 000 022 318,00;4;N/A;0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;30
202 000 022 319,00;4;N/A;0;N/A;-1;2;0;1;0;0;1;;-1;1;0;1;50
202 000 022 320,00;3;209;0;N/A;2;1;0;1;20;0;3;;-1;2;0;8;80
202 000 022 321,00;3;D935;0;N/A;2;2;0;1;-1;-1;1;;-1;2;0;3;90
202 000 022 322,00;4;Rue François Toullec;0;N/A;-1;2;0;1;-1;-1;2;;5;1;5;1;50
202 000 022 323,00;4;N/A;0;N/A;2;2;0;1;0;1;2;;-1;1;0;1;50
202 000 022 324,00;4;N/A;0;N/A;1;1;0;1;-1;-1;2;;-1;1;9;1;50
202 000 022 325,00;4;N/A;0;N/A;3;2;0;2;-1;-1;1;;-1;1;0;1;50
202 000 022 326,00;4;N/A;0;N/A;-1;0;0;1;-1;-1;2;;-1;1;0;1;50
202 000 022 327,00;4;N/A;0;N/A;2;2;0;1;-1;-1;1;;-1;2;0;1;50
202 000 022 328,00;4;LECLERC (RUE DU GENERAL);0;N/A;2;2;0;1;0;0;1;;-1;1;5;1;30
202 000 022 329,00;4;CLOUET;0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;60
202 000 022 330,00;4;BEAUREPAIRE;0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;60
202 000 022 331,00;4;Rue du Petit Vomimbert;0;N/A;2;2;0;1;-1;-1;1;;-1;7;0;1;50
202 000 022 332,00;7;471;0;N/A;2;2;0;2;1;900;1;;-1;1;0;1;50
202 000 022 333,00;4;N/A;0;N/A;2;2;0;2;0;0;1;;-1;2;0;1;50
202 000 022 334,00;4;N/A;0;N/A;1;2;3;1;-1;-1;1;;-1;1;0;6;50
202 000 022 335,00;4;BOULEVARD GENERAL DE GAULLE;0;N/A;1;0;0;1;-1;-1;1;;-1;1;0;1;50
202 000 022 336,00;3;88;0;N/A;1;0;0;1;19;900;1;;-1;1;0;1;50
202 000 022 337,00;4;N/A;0;N/A;2;4;0;1;0;0;2;;-1;1;5;1;50
202 000 022 338,00;4;N/A;0;N/A;2;2;0;2;0;0;1;;-1;1;0;1;50
202 000 022 339,00;4;NITSCH (CARREFOUR GEORGES);0;N/A;2;4;2;1;-1;-1;1;;-1;1;5;1;50
202 000 022 340,00;3;AVE DU GENERAL LECLERC;0;N/A;2;6;2;1;-1;-1;1;;-1;1;5;1;50
202 000 022 341,00;4;BD DU PRESIDENT WILSON;0;N/A;3;6;2;1;-1;-1;1;;-1;1;-1;5;50
202 000 022 342,00;4;AVE MARCEL DASSAULT;0;N/A;2;4;2;1;-1;-1;2;;-1;1;0;1;50
202 000 022 343,00;4;N/A;0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;50
202 000 022 344,00;3;188;0;N/A;2;2;0;1;0;1;1;;-1;1;0;1;50
202 000 022 345,00;1;620;0;N/A;3;6;0;1;5;783;1;;-1;2;0;1;90
202 000 022 346,00;4;N/A;0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;50
202 000 022 347,00;3;365;0;N/A;2;4;0;1;3;900;1;;-1;7;0;1;110
202 000 022 348,00;4;RIQUIER (RUE);0;N/A;2;2;0;1;-1;-1;1;;-1;1;0;1;50
202 000 022 349,00;3;ARMOR (RUE D');0;N/A;2;2;0;1;-1;-1;1;;-1;2;0;1;50
202 000 022 350,00;4;RIBOT (THEODULE);0;N/A;2;2;2;1;0;0;1;;-1;1;0;1;50
202 000 022 351,00;3;N/A;0;N/A;2;6;0;2;0;0;1;;-1;1;1;1;50
202 000 022 352,00;4;N/A;0;N/A;1;1;0;2;-1;-1;1;;-1;1;0;1;50
202 000 022 353,00;3;221;0;N/A;2;2;0;3;0;445;1;;-1;1;0;1;50
202 000 022 354,00;4;MARIE CURIE (RUE);0;N/A;2;2;0;1;0;0;1;;-1;1;9;1;50
202 000 022 355,00;4;CHANTELOUP (CD);0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;50
202 000 022 356,00;2;N/A;-1;N/A;3;-1;-1;1;-1;-1;1;;-1;1;0;1;-1
202 000 022 357,00;3;36;0;N/A;2;2;0;1;1;190;2;;-1;7;0;1;50
202 000 022 358,00;3;906;0;N/A;2;2;0;1;4;305;4;;-1;7;0;1;70
202 000 022 359,00;4;N/A;0;N/A;1;3;0;1;1;964;3;;10,5;1;0;1;50
202 000 022 360,00;4;N/A;0;N/A;1;2;0;1;16;700;1;;7;1;0;1;70
202 000 022 361,00;4;N/A;0;N/A;1;4;0;1;30;400;1;;14;1;0;1;70
202 000 022 362,00;4;N/A;0;N/A;2;3;0;1;106;0;1;;-1;1;0;1;30
202 000 022 363,00;4;N/A;0;N/A;2;2;0;1;0;0;1;;5;2;0;1;30
202 000 022 364,00;4;N/A;0;N/A;2;2;0;1;0;0;1;;4;1;0;1;30
202 000 022 365,00;4;N/A;0;N/A;3;3;0;1;0;0;1;;-1;1;0;1;50
202 000 022 366,00;4;N/A;0;N/A;2;3;3;2;0;0;1;;9;1;-1;6;50
202 000 022 367,00;4;N/A;0;N/A;2;4;0;1;0;0;1;;12;1;0;1;50
202 000 022 368,00;4;N/A;0;N/A;2;2;0;1;0;0;1;;7;1;0;1;50
202 000 022 369,00;4;N/A;0;N/A;1;4;0;1;82;0;1;;-1;1;0;1;50
202 000 022 370,00;4;N/A;0;N/A;2;2;0;1;204;0;1;;-1;1;0;1;50
202 000 022 371,00;4;N/A;0;N/A;-1;2;0;1;0;0;1;;7;1;0;1;30
202 000 022 372,00;4;N/A;0;N/A;1;4;1;2;33;0;1;;-1;1;-1;5;50
202 000 022 373,00;4;N/A;0;N/A;2;2;0;1;18;0;1;;7;1;0;1;30
202 000 022 374,00;4;N/A;0;N/A;1;3;0;1;0;0;1;;9;1;0;1;50
202 000 022 375,00;4;N/A;0;N/A;2;3;1;1;0;0;1;;9;1;-1;5;50
202 000 022 376,00;4;N/A;0;N/A;2;2;1;1;0;0;1;;4;1;-1;5;50
202 000 022 377,00;4;N/A;0;N/A;1;2;0;1;121;0;1;;4;1;0;1;30
202 000 022 378,00;3;REPUBLIQUE (AV DE LA);0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;50
202 000 022 379,00;3;GENERAL DE GAULLE (AV DU);0;N/A;1;0;0;1;0;0;1;;-1;1;0;1;50
202 000 022 380,00;3;VERDUN.(AVENUE DE);0;N/A;2;6;3;1;0;0;1;;-1;1;0;1;50
202 000 022 381,00;3;38;0;N/A;2;4;0;1;0;0;1;;-1;1;0;1;30
202 000 022 382,00;3;145;0;N/A;2;2;0;1;-1;-1;1;;-1;1;0;1;50
202 000 022 383,00;5;NATIONS (AVENUE DES);0;N/A;-1;1;0;1;0;0;1;;-1;1;9;1;50
202 000 022 384,00;4;ALLIANCE (RUE DE L');0;N/A;1;1;0;1;0;0;1;;-1;1;0;3;30
202 000 022 385,00;4;COROT AVENUE;0;N/A;2;2;0;1;1;0;1;;-1;1;0;1;50
202 000 022 386,00;4;HENRI WALLON;0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;30
202 000 022 387,00;4;MARCEL SEMBAT (RUE);0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;50
202 000 022 388,00;3;27;0;N/A;2;2;0;1;0;1;1;;-1;1;0;1;50
202 000 022 389,00;3;985;0;N/A;2;2;0;1;0;0;1;;-1;1;5;1;50
202 000 022 390,00;4;MARECHAL FOCH (AVENUE DU);0;N/A;2;2;0;1;0;0;1;;-1;1;6;1;30
202 000 022 391,00;3;39;0;N/A;2;4;0;2;0;0;3;;-1;1;0;1;50
202 000 022 392,00;3;17;0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;50
202 000 022 393,00;3;986;0;N/A;2;2;0;1;0;0;1;;5,5;1;0;1;50
202 000 022 394,00;3;986;0;N/A;2;2;0;1;-1;-1;1;;-1;1;0;1;50
202 000 022 395,00;4;PICARDIE (RUE DE);0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;30
202 000 022 396,00;3;920;0;N/A;3;3;0;1;0;0;1;;-1;1;0;1;50
202 000 022 397,00;3;920;0;N/A;2;4;0;2;0;0;1;;12;1;0;1;50
202 000 022 398,00;3;68;-1;N/A;2;2;0;1;-1;-1;1;;-1;9;9;1;50
202 000 022 399,00;3;786;-1;N/A;2;2;0;1;1;3000;1;;-1;1;0;3;50
202 000 022 400,00;4;2;-1;N/A;2;2;0;2;-1;-1;3;;-1;1;0;3;80
202 000 022 401,00;3;11.1;-1;N/A;2;2;0;1;4;700;1;;-1;1;0;1;80
202 000 022 402,00;2;3;0;N/A;2;2;0;2;40;450;1;;-1;2;0;1;50
202 000 022 403,00;3;982;-1;N/A;2;2;0;1;53;700;1;;-1;2;0;1;80
202 000 022 404,00;3;901;0;D;2;2;0;1;6;300;1;;-1;1;0;1;50
202 000 022 405,00;3;145;0;N/A;2;2;0;2;3;940;1;;5,5;2;5;1;30
202 000 022 406,00;3;1508;0;N/A;-1;2;0;1;68;200;1;;-1;9;0;1;80
202 000 022 407,00;3;85;-1;N/A;2;2;0;1;0;990;1;;-1;1;0;1;80
202 000 022 408,00;3;35;-1;N/A;2;2;0;4;11;763;2;5,7;-1;7;0;1;80
202 000 022 409,00;3;5;0;N/A;2;2;0;1;37;510;1;;-1;1;0;1;50
202 000 022 410,00;3;112;-1;N/A;2;1;0;1;9;350;1;;-1;7;0;1;80
202 000 022 411,00;3;103;0;N/A;2;2;0;1;18;300;1;;-1;2;0;1;50
202 000 022 412,00;3;437;0;A;2;2;0;2;17;800;2;;-1;1;0;3;50
202 000 022 413,00;3;68;-1;N/A;2;2;0;1;12;900;1;;-1;2;0;3;80
202 000 022 414,00;6;N/A;-1;N/A;-1;-1;0;1;-1;-1;1;;3;1;0;8;-1
202 000 022 415,00;3;82;-1;N/A;2;2;0;1;8;524;1;;-1;1;0;1;80
202 000 022 416,00;4;R ST MARTIN;-1;N/A;2;2;0;1;-1;-1;1;;-1;6;0;3;80
202 000 022 417,00;3;4;-1;N/A;2;2;0;2;38;280;3;;-1;2;0;3;80
202 000 022 418,00;4;N/A;-1;N/A;2;2;0;1;-1;-1;1;;-1;1;0;1;50
202 000 022 419,00;4;Ch du vallon;0;N/A;2;2;0;4;-1;-1;1;;-1;1;0;1;50
202 000 022 420,00;3;747;-1;N/A;3;0;0;1;6;100;1;;0;1;0;1;110
202 000 022 421,00;1;64;-1;N/A;3;4;0;2;145;900;1;;-1;1;0;1;130
202 000 022 422,00;1;11;0;N/A;3;4;3;1;347;300;1;;-1;1;0;2;110
202 000 022 423,00;2;37;-1;N/A;3;4;0;1;0;100;2;;-1;1;0;1;110
202 000 022 424,00;2;2;-1;N/A;3;4;0;2;10;-1;1;;-1;1;0;1;-1
202 000 022 425,00;2;2;-1;N/A;-1;2;0;1;-1;-1;1;;-1;1;6;4;50
202 000 022 426,00;3;209;0;N/A;2;2;0;1;27;119;1;;-1;1;0;1;50
202 000 022 427,00;3;54;-1;N/A;2;2;0;1;7;278;1;;-1;1;0;3;50
202 000 022 428,00;4;N/A;0;N/A;1;1;0;1;-1;-1;1;;-1;1;0;1;30
202 000 022 429,00;3;59;0;D;3;2;0;2;0;0;1;;-1;1;0;1;50
202 000 022 430,00;3;71;-1;N/A;2;2;0;1;0;272;1;;-1;1;9;1;50
202 000 022 431,00;2;162;-1;N/A;3;4;0;2;31;200;1;;-1;1;0;8;110
202 000 022 432,00;1;16;0;N/A;3;4;0;1;62;200;1;;-1;2;0;2;130
202 000 022 433,00;7;108;0;N/A;2;2;0;1;3;330;1;;-1;1;0;1;70
202 000 022 434,00;1;7;0;N/A;3;3;0;1;11;0;1;;14;1;0;1;90
202 000 022 435,00;1;A10;0;N/A;3;6;0;1;542;299;1;;-1;1;0;1;90
202 000 022 436,00;3;RD 188;0;N/A;1;2;0;1;1;0;1;;-1;1;0;1;70
202 000 022 437,00;2;RN 104;0;N/A;3;3;0;1;1;0;1;;-1;1;0;1;90
202 000 022 438,00;2;RN 104;0;N/A;3;0;0;1;1;0;1;;-1;1;0;1;90
202 000 022 439,00;1;13;0;N/A;3;3;0;1;6;199;1;;10,5;1;0;1;110
202 000 022 440,00;1;A13;0;N/A;1;3;0;1;30;299;1;;-1;1;0;1;130
202 000 022 441,00;1;86;0;EXT;3;2;0;1;30;299;1;;10,5;1;1;1;90
202 000 022 442,00;1;104;0;N/A;1;2;0;1;11;699;1;;-1;1;0;1;90
202 000 022 443,00;4;POMARE (BVD);0;N/A;1;3;0;1;0;0;1;;-1;1;0;1;50
202 000 022 444,00;4;Rue Leconte Delisle;0;N/A;2;1;0;2;0;0;1;;-1;1;0;1;30
202 000 022 445,00;4;PAUL CAZENEUVE                      (R );0;N/A;2;2;0;1;-1;-1;1;;-1;1;0;1;50
202 000 022 446,00;1;1;0;N/A;3;3;0;1;1;0;1;;13,5;1;0;1;90
202 000 022 447,00;4;PHILIPPE DE LASSALLE                (R );0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;50
202 000 022 448,00;4;PAUL LACAVE;0;N/A;1;1;0;1;-1;-1;1;;-1;1;0;1;50
202 000 022 449,00;2;4;0;N/A;2;2;0;1;-1;-1;1;;-1;1;0;1;70
202 000 022 450,00;7;CHARLES DE GAULLE (AVENUE);0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;50
202 000 022 451,00;3;518;0;N/A;2;2;0;1;0;0;1;;-1;1;5;1;50
202 000 022 452,00;4;ROGER SALENGRO     (Avenue);0;N/A;2;1;0;1;0;0;1;;-1;1;0;1;50
202 000 022 453,00;4;EUGENE PICHON;0;N/A;-1;1;0;1;0;0;1;;-1;1;0;1;50
202 000 022 454,00;7;660;0;N/A;2;1;3;1;1;0;1;;-1;1;6;1;50
202 000 022 455,00;9; METRO CHR OSCAR LAMBRET ;0;N/A;1;1;0;1;0;0;1;;-1;1;0;1;30
202 000 022 456,00;4;FERMES;0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;50
202 000 022 457,00;3;104;0;N/A;2;2;0;1;2;800;2;;-1;1;0;1;80
202 000 022 458,00;3;6;0;N/A;2;2;0;1;26;980;1;;5,5;1;0;3;80
202 000 022 459,00;4;N/A;0;N/A;1;1;0;1;0;0;1;;-1;1;0;1;50
202 000 022 460,00;4;N/A;0;N/A;2;4;0;2;0;0;3;;-1;1;0;1;50
202 000 022 461,00;4;N/A;0;N/A;1;1;0;1;0;0;1;;-1;1;0;1;50
202 000 022 462,00;4;AVE DU GENERAL DE GAULLE;0;N/A;2;2;0;1;0;0;1;;-1;2;5;1;50
202 000 022 463,00;4;ENGACHIES (ROUTE D');0;N/A;2;1;0;4;0;0;1;;-1;1;5;1;50
202 000 022 464,00;4;Allée Benjamin Constant;0;N/A;2;2;0;1;0;0;2;;-1;2;5;1;50
202 000 022 465,00;2;165;-1;N/A;1;-1;-1;2;49;400;2;;-1;1;3;1;-1
202 000 022 466,00;4;SOCIETE FRANCAISE (RUE DE LA);0;N/A;2;1;0;1;-1;-1;1;;-1;2;0;1;50
202 000 022 467,00;3;911;0;N/A;2;2;0;1;30;504;1;;-1;1;0;3;80
202 000 022 468,00;3;RD 919;0;N/A;1;2;0;1;47;183;1;;-1;1;5;1;50
202 000 022 469,00;9;PLAGE BOULEVARD DE LA;0;N/A;1;0;1;1;0;0;1;;-1;1;0;5;10
202 000 022 470,00;9;ISCLES CHEMIN DES;2;N/A;1;2;0;1;2;900;1;;-1;1;0;1;110
202 000 022 471,00;4;N/A;0;N/A;2;2;0;1;35;0;1;;-1;1;0;1;50
202 000 022 472,00;4;N/A;0;N/A;2;2;0;1;0;0;1;;7;1;0;1;50
202 000 022 473,00;4;N/A;0;N/A;2;4;0;1;8;0;1;;-1;1;0;1;50
202 000 022 474,00;4;N/A;0;N/A;2;3;0;1;0;0;1;;9;1;0;1;50
202 000 022 475,00;4;N/A;0;N/A;3;3;0;1;81;0;1;;9;1;0;1;50
202 000 022 476,00;4;N/A;0;N/A;2;2;0;1;85;0;1;;-1;1;0;1;30
202 000 022 477,00;4;N/A;0;N/A;3;2;1;1;67;0;1;;-1;1;-1;5;50
202 000 022 478,00;4;N/A;0;N/A;2;4;0;1;0;0;1;;12;1;0;1;50
202 000 022 479,00;4;N/A;0;N/A;1;1;0;1;8;0;1;;-1;1;0;1;30
202 000 022 480,00;4;N/A;0;N/A;1;3;0;1;0;0;1;;9;1;0;1;50
202 000 022 481,00;3;126;0;N/A;4;2;0;1;-1;-1;2;;-1;1;0;1;50
